StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID172807553,MTurk ID,70-40_1,70-40_2,70-40_3,100-20_1,100-20_2,100-20_3,50-55_1,50-55_2,50-55_3,90-10_1,90-10_2,90-10_3,D1,D2,D2_2_TEXT,D3,D4,D4_8_TEXT,D5,D5_4_TEXT,D6,D7,D7_5_TEXT,mTurkCode
2018-03-18 9:13:11,2018-03-18 9:32:29,IP Address,100,1158,TRUE,2018-03-18 9:32:30,R_30leGPxR8gcsO6i,anonymous,EN,"I consent, begin the study",AKSJ3C5O3V9RB,,,,,,,,,,1,4.7,8,New York,Female,,Graduate degree,Asian-American,,City or urban community,,25,Democratic party,,4454683
2018-03-18 9:30:38,2018-03-18 9:33:20,IP Address,100,162,TRUE,2018-03-18 9:33:21,R_3HOGz4JZykZx4rM,anonymous,EN,"I consent, begin the study",AKPXWXJFLHM08,,,,,,,6.5,6.4,6.5,,,,CA,Male,,Bachelor degree,White,,City or urban community,,27,Democratic party,,8196413
2018-03-18 9:30:13,2018-03-18 9:33:21,IP Address,100,188,TRUE,2018-03-18 9:33:22,R_wMfoKJ0Tf0NQAFP,anonymous,EN,"I consent, begin the study",A31681CCEVDIH3,,,,6.1,5.1,3.2,,,,,,,TX,Female,,Some college but no degree,White,,Suburban community,,30,Independent,,1001182
2018-03-18 9:31:09,2018-03-18 9:33:29,IP Address,100,140,TRUE,2018-03-18 9:33:30,R_27OwwTOwxG1WevV,anonymous,EN,"I consent, begin the study",A6TSV1WPP3GG3,,,,,,,1,4.4,8,,,,Texas,Male,,Bachelor degree,White,,Rural community,,58,Democratic party,,2439774
2018-03-18 9:30:46,2018-03-18 9:34:07,IP Address,100,200,TRUE,2018-03-18 9:34:08,R_2hLS935ITyTvIvT,anonymous,EN,"I consent, begin the study",A2G9163W7Y67UD,,,,3,3.5,8.5,,,,,,,Texas,Male,,Some college but no degree,White,,Rural community,,36,Democratic party,,3288052
2018-03-18 9:32:27,2018-03-18 9:34:07,IP Address,100,100,TRUE,2018-03-18 9:34:08,R_2ErYQgXA3QwhaUS,anonymous,EN,"I consent, begin the study",A3E8SXH0BAYG85,1,9,1.9,,,,,,,,,,Oregon,Male,,Some college but no degree,White,,Rural community,,45,Independent,,2756295
2018-03-18 9:32:56,2018-03-18 9:35:08,IP Address,100,132,TRUE,2018-03-18 9:35:09,R_3j6BLRsyfmxIOsb,anonymous,EN,"I consent, begin the study",A158TG8589P73T,,,,,,,,,,9,2.8,6.6,al,Male,,Some college but no degree,White,,Rural community,,32,Republican Party,,1001860
2018-03-18 9:33:32,2018-03-18 9:35:49,IP Address,100,136,TRUE,2018-03-18 9:35:49,R_31h3oNdV9w1FQaR,anonymous,EN,"I consent, begin the study",A3IMI807MCMXK3,,,,,,,,,,9,2,7,georgia,Female,,Graduate degree,Black or African-American,,Suburban community,,26,Independent,,8419095
2018-03-18 9:34:43,2018-03-18 9:35:55,IP Address,100,72,TRUE,2018-03-18 9:35:56,R_1CHDO4iTwx23tCq,anonymous,EN,"I consent, begin the study",AKX5RHHO8BIUX,,,,,,,9,9,9,,,,Minnesota,Male,,Bachelor degree,White,,City or urban community,,57,Independent,,7374435
2018-03-18 9:35:06,2018-03-18 9:37:39,IP Address,100,153,TRUE,2018-03-18 9:37:39,R_2QY8cZdg3gLcG1d,anonymous,EN,"I consent, begin the study",AD368A1RHHRC3,,,,1,9,1,,,,,,,Colorado,Female,,Some college but no degree,White,,Rural community,,70,Republican Party,,1420041
2018-03-18 9:35:41,2018-03-18 9:37:39,IP Address,100,118,TRUE,2018-03-18 9:37:40,R_2Tuzkxrce92t1Ko,anonymous,EN,"I consent, begin the study",A3AYERSOZS8W4D,2.9,7,7,,,,,,,,,,Colorado,Male,,Some college but no degree,White,,Suburban community,,46,Republican Party,,8597068
2018-03-18 9:34:04,2018-03-18 9:39:39,IP Address,100,335,TRUE,2018-03-18 9:39:41,R_3DiCHgEbUukpc89,anonymous,EN,"I consent, begin the study",A8QTX0UZQYT2X,,,,9,1.9,8.9,,,,,,,connecticut,Male,,Associate degree,Black or African-American,,Suburban community,,25,Democratic party,,5950622
2018-03-18 9:37:39,2018-03-18 9:40:21,IP Address,100,161,TRUE,2018-03-18 9:40:22,R_eyDkd4VYGllnmvf,anonymous,EN,"I consent, begin the study",A3TW179Z0GG8JG,1.4,4.6,8.1,,,,,,,,,,Louisiana,Female,,Bachelor degree,White,,Suburban community,,59,Democratic party,,4957808
2018-03-18 9:46:05,2018-03-18 9:47:43,IP Address,100,98,TRUE,2018-03-18 9:47:44,R_3HjjmO7ECPpNfsE,anonymous,EN,"I consent, begin the study",A3KMNX2P2QP9JU,,,,,,,,,,9,1,9,Maryland,Female,,Bachelor degree,Black or African-American,,Suburban community,,46,Democratic party,,3581177
2018-03-18 9:31:18,2018-03-18 9:58:21,IP Address,100,1622,TRUE,2018-03-18 9:58:22,R_u50wmHVESDsoYAp,anonymous,EN,"I consent, begin the study",A1SFZ9BHP4WSAQ,,,,,,,9,5.1,9,,,,nc,Male,,Bachelor degree,White,,Rural community,,29,Libertarian Party,,1746870
2018-03-18 9:57:47,2018-03-18 9:58:30,IP Address,100,43,TRUE,2018-03-18 9:58:31,R_1Cp89lz0Kxx5hJQ,anonymous,EN,"I consent, begin the study",A17D6BK59S31BM,,,,5.2,5.6,6.5,,,,,,,TX,Male,,Associate degree,White,,Suburban community,,28,Independent,,5168587
2018-03-18 10:49:15,2018-03-18 10:50:58,IP Address,100,103,TRUE,2018-03-18 10:50:59,R_3ERzfHgBO9dB4fq,anonymous,EN,"I consent, begin the study",ARVU7VYF2489E,,,,,,,,,,7.5,7.2,6.7,Connecticut,Male,,Some college but no degree,Asian,,Suburban community,,23,Democratic party,,8783837
2018-03-18 11:30:50,2018-03-18 11:32:54,IP Address,100,123,TRUE,2018-03-18 11:32:54,R_2EF8j4cDxaIfxUJ,anonymous,EN,"I consent, begin the study",A2BK1NV14R38G4,,,,,,,5,7.7,9,,,,Missouri,Male,,Some college but no degree,White,,City or urban community,,47,Democratic party,,357886
2018-03-18 11:32:06,2018-03-18 11:34:52,IP Address,100,165,TRUE,2018-03-18 11:34:53,R_27kgiXjjnmRLKHA,anonymous,EN,"I consent, begin the study",A3CWEN6Y21V7TL,3,4,3,,,,,,,,,,PA,Female,,Some college but no degree,White,,Suburban community,,69,Independent,,6457325
2018-03-18 11:32:30,2018-03-18 11:35:00,IP Address,100,149,TRUE,2018-03-18 11:35:01,R_3HjhxarZLU2qHrq,anonymous,EN,"I consent, begin the study",A8K9LSIWIWYN7,,,,,,,,,,9,1.3,8.7,AZ,Female,,Associate degree,White,,Suburban community,,50,Independent,,7876617
2018-03-18 13:28:05,2018-03-18 13:31:20,IP Address,100,194,TRUE,2018-03-18 13:31:20,R_1eJAEvTjFmGy94j,anonymous,EN,"I consent, begin the study",A24XNMN3P7EMLO,,,,9,4,9,,,,,,,MA,Female,,Bachelor degree,White,,Suburban community,,32,Independent,,1551935
2018-03-19 6:03:52,2018-03-19 6:04:59,IP Address,100,66,TRUE,2018-03-19 6:04:59,R_1lmH974o6Gtq3pi,anonymous,EN,"I consent, begin the study",A1U5BE8XJRXKW3,1,9,7.5,,,,,,,,,,Alabama,Male,,Associate degree,White,,Suburban community,,36,Democratic party,,2430870
2018-03-19 6:04:02,2018-03-19 6:05:02,IP Address,100,59,TRUE,2018-03-19 6:05:03,R_3qTGT76IJDJH0FH,anonymous,EN,"I consent, begin the study",A2JHF7CU91EVXW,,,,,,,1,8.6,7,,,,New Jersey,Male,,Bachelor degree,White,,Suburban community,,43,Democratic party,,4884387
2018-03-19 6:03:56,2018-03-19 6:05:30,IP Address,100,93,TRUE,2018-03-19 6:05:31,R_2azPvyHB1U4xmOO,anonymous,EN,"I consent, begin the study",AP761OJXC1MAE,,,,,,,3.3,7.8,9,,,,Massachusetts,Male,,Graduate degree,White,,Suburban community,,46,Green Party,,1853379
2018-03-19 6:03:46,2018-03-19 6:05:37,IP Address,100,111,TRUE,2018-03-19 6:05:38,R_2rSYAiPMjp8ejeB,anonymous,EN,"I consent, begin the study",A1VC6F0FYG1L5I,,,,,,,3,9,9,,,,Missouri,Female,,Bachelor degree,White,,City or urban community,,34,Independent,,7556048
2018-03-19 6:04:17,2018-03-19 6:05:46,IP Address,100,88,TRUE,2018-03-19 6:05:47,R_2ElSeX2yGh8AdWG,anonymous,EN,"I consent, begin the study",A3RCETMMFRHL1S,,,,8.8,1.5,8.4,,,,,,,Michigan,Male,,Bachelor degree,White,,Suburban community,,38,Independent,,941439
2018-03-19 6:04:24,2018-03-19 6:05:54,IP Address,100,89,TRUE,2018-03-19 6:05:55,R_Zk8aK5XeEcISXZv,anonymous,EN,"I consent, begin the study",A254V043VANIO0,,,,,,,,,,1.9,5.5,6.3,PA,Female,,Bachelor degree,Asian,,Rural community,,45,Republican Party,,7900049
2018-03-19 6:04:05,2018-03-19 6:06:03,IP Address,100,118,TRUE,2018-03-19 6:06:04,R_1IvfrPOdiCzKSQS,anonymous,EN,"I consent, begin the study",A32WKUV95813JH,9,5,5,,,,,,,,,,North Carolina,Female,,Some college but no degree,Black or African-American,,Rural community,,29,Independent,,6725534
2018-03-19 6:05:36,2018-03-19 6:06:23,IP Address,100,46,TRUE,2018-03-19 6:06:23,R_3qlZWJlzMZr6IWL,anonymous,EN,"I consent, begin the study",A3UCMC3O58E3DM,,,,5.1,5.1,5.1,,,,,,,Illinois,Male,,Graduate degree,White,,City or urban community,,26,Democratic party,,6580799
2018-03-19 6:05:01,2018-03-19 6:06:51,IP Address,100,110,TRUE,2018-03-19 6:06:52,R_3dE1ivpBb0Oh4Qm,anonymous,EN,"I consent, begin the study",A2EW08X2I87RXL,,,,5,5,3,,,,,,,Texas,Male,,Some college but no degree,Asian,,Suburban community,,34,Republican Party,,9583397
2018-03-19 6:04:22,2018-03-19 6:06:52,IP Address,100,150,TRUE,2018-03-19 6:06:53,R_2QyoLyMgNpxgndO,anonymous,EN,"I consent, begin the study",A3V5HG7S6732RK,2.7,2.4,9,,,,,,,,,,Arizona,Female,,Associate degree,"Spanish, Hispanic, or Latino",,City or urban community,,24,Independent,,2244305
2018-03-19 6:05:10,2018-03-19 6:07:20,IP Address,100,130,TRUE,2018-03-19 6:07:21,R_2QYZsTIElkhND9g,anonymous,EN,"I consent, begin the study",A2DC6TG86OSCRK,,,,,,,2.4,6.6,8,,,,MO,Female,,Graduate degree,White,,Suburban community,,46,Democratic party,,7018247
2018-03-19 6:05:04,2018-03-19 6:07:21,IP Address,100,136,TRUE,2018-03-19 6:07:21,R_eA5u2dGJQm8Vve9,anonymous,EN,"I consent, begin the study",A2A0XET6G9BJO5,,,,,,,,,,8,3,9,Ohio,Male,,Bachelor degree,White,,Suburban community,,50,Independent,,7993091
2018-03-19 6:05:48,2018-03-19 6:07:57,IP Address,100,128,TRUE,2018-03-19 6:07:58,R_2zc0erjsY5Qq138,anonymous,EN,"I consent, begin the study",A1OZPLHNIU1519,,,,,,,,,,8,2,6,Washington,Male,,Some college but no degree,White,,City or urban community,,54,Independent,,6308802
2018-03-19 6:06:14,2018-03-19 6:08:06,IP Address,100,111,TRUE,2018-03-19 6:08:07,R_PTclPKv8ldai7zr,anonymous,EN,"I consent, begin the study",ADZ16EQ74XHJ7,5,4,7.5,,,,,,,,,,Michigan,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,25,Independent,,580700
2018-03-19 6:06:35,2018-03-19 6:08:08,IP Address,100,93,TRUE,2018-03-19 6:08:09,R_dfZZcrleXYDwsSJ,anonymous,EN,"I consent, begin the study",AO9YO8LW3AWGC,,,,,,,,,,8.5,1,1.9,Maryland,Male,,Graduate degree,White,,City or urban community,,33,Democratic party,,8104048
2018-03-19 6:06:57,2018-03-19 6:08:16,IP Address,100,79,TRUE,2018-03-19 6:08:17,R_2R8L6M8yJABVMDI,anonymous,EN,"I consent, begin the study",A3U21PUMQ6NGT2,,,,,,,8.5,6.2,7.4,,,,Kentucky,Female,,Some college but no degree,White,,City or urban community,,36,Democratic party,,5471969
2018-03-19 6:06:59,2018-03-19 6:08:22,IP Address,100,83,TRUE,2018-03-19 6:08:23,R_xuAxYcxneZ2Ude9,anonymous,EN,"I consent, begin the study",A321YWMP74ULKH,,,,,,,7.8,6.5,7.3,,,,texas,Male,,Bachelor degree,American Indian or Alaskan Native,,City or urban community,,28,Democratic party,,5236320
2018-03-19 6:06:19,2018-03-19 6:08:26,IP Address,100,126,TRUE,2018-03-19 6:08:27,R_1Hc3CBprFwYiN8Y,anonymous,EN,"I consent, begin the study",A36H3PO6JZD414,,,,8.2,3.1,7.7,,,,,,,maine,Male,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,52,Republican Party,,9408245
2018-03-19 6:05:55,2018-03-19 6:08:29,IP Address,100,153,TRUE,2018-03-19 6:08:30,R_2znDCz8MC3CDMap,anonymous,EN,"I consent, begin the study",ADYMIMV1PE14V,7.9,3.4,4.2,,,,,,,,,,La.,Female,,Bachelor degree,White,,Rural community,,57,Independent,,2713140
2018-03-19 6:04:31,2018-03-19 6:08:48,IP Address,100,257,TRUE,2018-03-19 6:08:49,R_3FWFwyrrjS5pH4A,anonymous,EN,"I consent, begin the study",A32XODQOC2CCDG,,,,4.1,9,6.4,,,,,,,California,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,25,Democratic party,,67882
2018-03-19 6:07:34,2018-03-19 6:10:01,IP Address,100,146,TRUE,2018-03-19 6:10:02,R_1rlEJTneolGmlXQ,anonymous,EN,"I consent, begin the study",A2VOADROWMC2ZM,1.1,5.1,5.9,,,,,,,,,,PA,Female,,Associate degree,White,,City or urban community,,64,Republican Party,,2404576
2018-03-19 6:09:00,2018-03-19 6:11:08,IP Address,100,127,TRUE,2018-03-19 6:11:08,R_2CxqmyEUk3bV4jO,anonymous,EN,"I consent, begin the study",A3LOAK3P1D1VOO,,,,,,,9,1,1,,,,TEXAS,Male,,Some college but no degree,White,,Rural community,,48,Democratic party,,5266907
2018-03-19 6:08:04,2018-03-19 6:11:10,IP Address,100,186,TRUE,2018-03-19 6:11:11,R_26nn948xDXLUgkz,anonymous,EN,"I consent, begin the study",A15YYU3A3SW1T9,,,,,,,,,,9,5,6,NJ,Female,,Bachelor degree,"Spanish, Hispanic, or Latino,White",,Suburban community,,55,Democratic party,,3628768
2018-03-19 6:08:20,2018-03-19 6:11:38,IP Address,100,197,TRUE,2018-03-19 6:11:39,R_28XTCdIKkBagu1C,anonymous,EN,"I consent, begin the study",A2QLFIUY3LC9D7,,,,8,2.9,5.9,,,,,,,New Hampshire,Male,,Graduate degree,White,,Suburban community,,31,Independent,,3730552
2018-03-19 6:09:46,2018-03-19 6:11:47,IP Address,100,121,TRUE,2018-03-19 6:11:48,R_1HjXHNmL7wPJTHm,anonymous,EN,"I consent, begin the study",A3PE20PVSRKCLA ,,,,,,,,,,8.3,2.3,8.1,Georgia,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,61,Republican Party,,3850494
2018-03-19 6:08:32,2018-03-19 6:11:48,IP Address,100,195,TRUE,2018-03-19 6:11:49,R_2s0h8IlLDlqieOT,anonymous,EN,"I consent, begin the study",A2KED6T6BO622W,4.4,8,8.6,,,,,,,,,,North Carolina ,Female,,Bachelor degree,White,,Suburban community,,48,Independent,,7727818
2018-03-19 6:10:40,2018-03-19 6:12:28,IP Address,100,107,TRUE,2018-03-19 6:12:28,R_1OP3GoaeaqbIPnA,anonymous,EN,"I consent, begin the study",A132H53I8VX2OC,,,,,,,1.5,5.7,7.8,,,,New Jersey,Male,,Bachelor degree,White,,Suburban community,,41,Democratic party,,7990617
2018-03-19 6:11:07,2018-03-19 6:12:38,IP Address,100,91,TRUE,2018-03-19 6:12:39,R_bqiZvx8Ms5cAn4d,anonymous,EN,"I consent, begin the study",A3TM9RWWBPQBVM,,,,8,6,9,,,,,,,NJ,Female,,Associate degree,White,,Suburban community,,32,Democratic party,,4410280
2018-03-19 6:10:46,2018-03-19 6:12:51,IP Address,100,125,TRUE,2018-03-19 6:12:52,R_ZlY4JQ38ISt3sgp,anonymous,EN,"I consent, begin the study",A35ARURSRU6UAZ,6,4,8.6,,,,,,,,,,GEORGIA,Female,,Associate degree,White,,Suburban community,,32,Republican Party,,7855323
2018-03-19 6:10:55,2018-03-19 6:13:18,IP Address,100,143,TRUE,2018-03-19 6:13:19,R_2doLk4RXQTuiUbQ,anonymous,EN,"I consent, begin the study",A1WCL5L7NIPI11,,,,,,,,,,8.7,1.8,7,TN,Female,,Bachelor degree,White,,Suburban community,,27,Independent,,6022355
2018-03-19 6:10:35,2018-03-19 6:13:30,IP Address,100,175,TRUE,2018-03-19 6:13:31,R_1k1efH2X322RodI,anonymous,EN,"I consent, begin the study",ABREDVJ6LQDOF,,,,,,,4,6,9,,,,Florida,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,42,Democratic party,,853902
2018-03-19 6:12:16,2018-03-19 6:13:50,IP Address,100,94,TRUE,2018-03-19 6:13:51,R_2sU1DdRksi5fLz2,anonymous,EN,"I consent, begin the study",A27FVFG2LQIQ1S,,,,,,,,,,2.9,2,6.8,New Jersey,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,18,Independent,,649904
2018-03-19 6:12:00,2018-03-19 6:13:53,IP Address,100,112,TRUE,2018-03-19 6:13:54,R_cJa40oaRIMF9NAt,anonymous,EN,"I consent, begin the study",AF1AH59OFZR5Q,,,,1,1,9,,,,,,,New Yrok,Male,,Graduate degree,White,,Suburban community,,44,Independent,,7377937
2018-03-19 6:12:10,2018-03-19 6:13:55,IP Address,100,105,TRUE,2018-03-19 6:13:56,R_23eQpKOYXwqFqRv,anonymous,EN,"I consent, begin the study",A2HZID2S9IVQ9G,,,,9,3.8,5.5,,,,,,,North Carolina,Female,,Some college but no degree,White,,Suburban community,,58,Republican Party,,2803695
2018-03-19 6:12:28,2018-03-19 6:14:16,IP Address,100,107,TRUE,2018-03-19 6:14:16,R_1pxn9SMeg8oUEe3,anonymous,EN,"I consent, begin the study",A219VCQZADQ45W,,,,,,,7.9,4.3,4.4,,,,NC,Female,,Bachelor degree,White,,City or urban community,,65,Republican Party,,1722607
2018-03-19 6:11:53,2018-03-19 6:14:16,IP Address,100,143,TRUE,2018-03-19 6:14:17,R_1H5g8eQZa58W3IA,anonymous,EN,"I consent, begin the study",A1P8VLZCM0ZYFT,7,2.1,8.9,,,,,,,,,,Texas,Male,,Bachelor degree,Black or African-American,,Suburban community,,33,Democratic party,,4017829
2018-03-19 6:12:07,2018-03-19 6:14:28,IP Address,100,141,TRUE,2018-03-19 6:14:29,R_1dacBNN3yPCkjtC,anonymous,EN,"I consent, begin the study",A3H6NR498AXDTE,9,6,9,,,,,,,,,,Wisconsin,Male,,Bachelor degree,White,,Suburban community,,35,Independent,,7440078
2018-03-19 6:12:34,2018-03-19 6:14:34,IP Address,100,119,TRUE,2018-03-19 6:14:35,R_3RrckBnJNUKGPtF,anonymous,EN,"I consent, begin the study",A3GWLK88QR7KRJ,,,,4.1,6.7,8.7,,,,,,,Massachusetts,Female,,Bachelor degree,White,,Suburban community,,24,Democratic party,,3271503
2018-03-19 6:10:33,2018-03-19 6:14:50,IP Address,100,257,TRUE,2018-03-19 6:14:51,R_27p34fqDwYmX42D,anonymous,EN,"I consent, begin the study",A3MSKIZ1LVM1WI,,,,,,,,,,5.2,9,8.5,MI,Female,,Some college but no degree,White,,Rural community,,58,Independent,,6863329
2018-03-19 6:13:18,2018-03-19 6:14:59,IP Address,100,100,TRUE,2018-03-19 6:15:00,R_2ZUgW2gMsKymOTD,anonymous,EN,"I consent, begin the study",A30NSQSIJSDS64,1,5.1,7.4,,,,,,,,,,Michigan,Male,,Graduate degree,Black or African-American,,City or urban community,,30,Independent,,5538932
2018-03-19 6:12:56,2018-03-19 6:15:37,IP Address,100,160,TRUE,2018-03-19 6:15:38,R_3ktFhzZmGtyAo3o,anonymous,EN,"I consent, begin the study",A21SF3IKIZB0VN,,,,,,,,,,5.9,1,8.4,Florida,Female,,Graduate degree,White,,Suburban community,,71,Republican Party,,2190502
2018-03-19 6:13:19,2018-03-19 6:16:01,IP Address,100,162,TRUE,2018-03-19 6:16:02,R_et9u9uYWrbsFcGJ,anonymous,EN,"I consent, begin the study",A38PC570ZB9OWL,1,8.2,5.8,,,,,,,,,,South Carolina,Male,,Some college but no degree,White,,Suburban community,,31,Independent,,5948837
2018-03-19 6:13:59,2018-03-19 6:16:06,IP Address,100,126,TRUE,2018-03-19 6:16:06,R_T0XknKyt2m9UwEx,anonymous,EN,"I consent, begin the study",AWFF9AMXP45J8,,,,,,,1.5,2.5,1.1,,,,ohio,Female,,Some college but no degree,White,,Rural community,,47,Independent,,9935678
2018-03-19 6:14:07,2018-03-19 6:16:29,IP Address,100,142,TRUE,2018-03-19 6:16:30,R_NXOQrQycaXX8gvf,anonymous,EN,"I consent, begin the study",A15VQIP3TW0OTD,,,,8.4,2,3.3,,,,,,,West Virginia ,Male,,Graduate degree,White,,Rural community,,45,Independent,,3453033
2018-03-19 6:16:19,2018-03-19 6:18:07,IP Address,100,107,TRUE,2018-03-19 6:18:08,R_2e3Cd2G403KN7Wz,anonymous,EN,"I consent, begin the study",AMY9EM1GA7VYP,,,,,,,1,6.2,6.5,,,,Michigan,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,35,Independent,,8688510
2018-03-19 6:16:21,2018-03-19 6:18:15,IP Address,100,114,TRUE,2018-03-19 6:18:16,R_2qaTuwrGFTxBz7E,anonymous,EN,"I consent, begin the study",A1ZOKYGMXHAHXY,,,,,,,,,,2,5,2,NC,Female,,Graduate degree,White,,Suburban community,,35,Republican Party,,8645404
2018-03-19 6:17:48,2018-03-19 6:19:05,IP Address,100,76,TRUE,2018-03-19 6:19:06,R_2ctqzLiSwtnNHUy,anonymous,EN,"I consent, begin the study",A8NLISJCZ38IZ,,,,,,,,,,8.2,5.1,8.4,,Female,,Bachelor degree,White,,Suburban community,,32,Republican Party,,8048708
2018-03-19 6:18:01,2018-03-19 6:19:41,IP Address,100,99,TRUE,2018-03-19 6:19:42,R_3k6OHZrzJXsFDSL,anonymous,EN,"I consent, begin the study",A36EKMJH2ZBZWY,,,,,,,8,8,8,,,,Illinois,Female,,Bachelor degree,White,,City or urban community,,25,Independent,,7764846
2018-03-19 6:17:07,2018-03-19 6:19:47,IP Address,100,160,TRUE,2018-03-19 6:19:48,R_25MHgjggPvwOWC9,anonymous,EN,"I consent, begin the study",A2L0DI8GCL54U8,5.1,5,9,,,,,,,,,,RI,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,51,Republican Party,,8896123
2018-03-19 6:19:11,2018-03-19 6:20:32,IP Address,100,81,TRUE,2018-03-19 6:20:33,R_BK9DLfufBryEtvH,anonymous,EN,"I consent, begin the study",A1S0F6VZT4N9CP,,,,2.1,5,2.1,,,,,,,Illinois,Female,,Graduate degree,White,,Suburban community,,34,Republican Party,,4491548
2018-03-19 6:19:15,2018-03-19 6:20:39,IP Address,100,83,TRUE,2018-03-19 6:20:39,R_3KL9IHnpj73Er6N,anonymous,EN,"I consent, begin the study",AQM1P6FBDL6YO,,,,9,1.8,9,,,,,,,Georgia,Female,,Some college but no degree,White,,Rural community,,35,Democratic party,,8253864
2018-03-19 6:19:20,2018-03-19 6:20:57,IP Address,100,97,TRUE,2018-03-19 6:20:58,R_1cUFDJdMRALtRgh,anonymous,EN,"I consent, begin the study",A34YHHGWGHRVGM,,,,,,,1.9,4.2,3.2,,,,north carolina,Female,,Some college but no degree,White,,Rural community,,35,Independent,,1308746
2018-03-19 6:19:39,2018-03-19 6:21:16,IP Address,100,96,TRUE,2018-03-19 6:21:16,R_21nWfLPLxjEUTkc,anonymous,EN,"I consent, begin the study",A38KA8KXRLEM7M,9,2.1,6,,,,,,,,,,Arkansas,Male,,Graduate degree,White,,City or urban community,,36,Libertarian Party,,9193376
2018-03-19 6:19:34,2018-03-19 6:21:30,IP Address,100,115,TRUE,2018-03-19 6:21:31,R_28CfoN1mGDVxP4K,anonymous,EN,"I consent, begin the study",A2FWJOSAHFW8P5,,,,,,,,,,8.1,2.5,9,Alabama,Female,,Associate degree,White,,Suburban community,,26,Republican Party,,9025708
2018-03-19 6:21:07,2018-03-19 6:22:43,IP Address,100,95,TRUE,2018-03-19 6:22:43,R_Owm7OH2iXKaT3Tr,anonymous,EN,"I consent, begin the study",A2LCP0T4E23JQS,7,5.1,6,,,,,,,,,,pa,Male,,Some college but no degree,White,,Suburban community,,36,Green Party,,3379242
2018-03-19 6:21:00,2018-03-19 6:23:03,IP Address,100,123,TRUE,2018-03-19 6:23:04,R_cVhn9HwSFn0GNvb,anonymous,EN,"I consent, begin the study",A19IWFLUTW6KQU,,,,7.2,3.8,5.4,,,,,,,michigan,Male,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,53,Independent,,9165612
2018-03-19 6:21:28,2018-03-19 6:23:19,IP Address,100,110,TRUE,2018-03-19 6:23:20,R_UlIT0EcGHjnmXXb,anonymous,EN,"I consent, begin the study",A2E746SZEOVYXS,,,,,,,2,7.1,8,,,,Minnesota,Male,,Bachelor degree,White,,Suburban community,,56,Independent,,7448257
2018-03-19 6:20:42,2018-03-19 6:23:20,IP Address,100,157,TRUE,2018-03-19 6:23:20,R_1plpl3x3jSZHmya,anonymous,EN,"I consent, begin the study",A1BUFAQDX5XRSK,,,,,,,,,,1,9,9,WV,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,65,Democratic party,,804754
2018-03-19 6:22:39,2018-03-19 6:24:00,IP Address,100,80,TRUE,2018-03-19 6:24:01,R_2b327KGRsHAPWyd,anonymous,EN,"I consent, begin the study",A3HGU6NO6U38IN,,,,2,2,8,,,,,,,Pennsylvania,Female,,Bachelor degree,White,,Rural community,,32,Republican Party,,1925508
2018-03-19 6:16:37,2018-03-19 6:25:00,IP Address,100,502,TRUE,2018-03-19 6:25:01,R_5tKSkognLVd4w0h,anonymous,EN,"I consent, begin the study",A1PP6DN7HB6Q9P,7.1,4,7.8,,,,,,,,,,Florida,Male,,Associate degree,Black or African-American,,Suburban community,,26,Independent,,118164
2018-03-19 6:23:12,2018-03-19 6:25:39,IP Address,100,147,TRUE,2018-03-19 6:25:40,R_ue17eP2FefJi0RH,anonymous,EN,"I consent, begin the study",ARJ4XIRNZ1PV1,,,,,,,,,,2,9,7,Pennsylvania,Female,,Graduate degree,White,,City or urban community,,31,Democratic party,,2987940
2018-03-19 6:24:29,2018-03-19 6:25:50,IP Address,100,80,TRUE,2018-03-19 6:25:51,R_1i9754ofLdTehEY,anonymous,EN,"I consent, begin the study",A182SB7NKMHUM9,,,,,,,1.2,8.5,9,,,,colo,Male,,Bachelor degree,White,,City or urban community,,55,Democratic party,,8683705
2018-03-19 6:24:50,2018-03-19 6:26:23,IP Address,100,93,TRUE,2018-03-19 6:26:24,R_pQtlXca04rnPv1L,anonymous,EN,"I consent, begin the study",A3M4T4G9YA061U,,,,,,,,,,2.1,3,6.7,TX,Female,,Some college but no degree,White,,Suburban community,,55,Democratic party,,1924026
2018-03-19 6:24:55,2018-03-19 6:26:29,IP Address,100,94,TRUE,2018-03-19 6:26:30,R_3kdgOJl2CDIpRNX,anonymous,EN,"I consent, begin the study",ARSABS3TFA1GU,7.5,6.9,8.7,,,,,,,,,,PA,Male,,Some college but no degree,White,,Suburban community,,35,Independent,,5796028
