StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID172807553,MTurk ID,7040_1,7040_2,7040_3,10020_1,10020_2,10020_3,5550_1,5550_2,5550_3,9010_1,9010_2,9010_3,Feedback,D1,D2,D2_2_TEXT,D3,D4,D4_8_TEXT,D5,D5_4_TEXT,D6,D7,D7_5_TEXT,mTurkCode
4/19/18 16:58,4/19/18 17:01,IP Address,100,172,TRUE,4/19/18 17:01,R_1CIw3Mid5MyokG2,anonymous,EN,"I consent, begin the study",A10F0OVV7A0U74,,,,,,,,,,7.6,7.7,8.7,,Maryland,Male,,Some college but no degree,White,,Rural community,,39,Republican Party,,319364
4/19/18 17:00,4/19/18 17:01,IP Address,100,88,TRUE,4/19/18 17:01,R_3ozqf88zJJsvffX,anonymous,EN,"I consent, begin the study",A61UDFKGL19BX,,,,,,,5.4,4.9,5.1,,,,,NEw York,Male,,Graduate degree,White,,Suburban community,,37,Independent,,279084
4/19/18 17:00,4/19/18 17:01,IP Address,100,66,TRUE,4/19/18 17:01,R_9ojgiLE0RUo06Y1,anonymous,EN,"I consent, begin the study",A3QQQYTTYFJOQK,5,5,5,,,,,,,,,,no,Ohio,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,20,Democratic party,,7275040
4/19/18 16:59,4/19/18 17:03,IP Address,100,198,TRUE,4/19/18 17:03,R_3Pq4dbBWBjfYKH0,anonymous,EN,"I consent, begin the study",A2N9AKAOR17XB3,,,,2,7.9,8,,,,,,,I believe that there is a lot more background checking that goes into making the final decision on these type of issues. I think the fiscal aspect gets overlooked in a lot of these cases and what may seem unfair is actually a fair decision based on the results of these background checks.,California,Male,,Associate degree,"Spanish, Hispanic, or Latino",,City or urban community,,69,Republican Party,,578144
4/19/18 17:03,4/19/18 17:04,IP Address,100,78,TRUE,4/19/18 17:04,R_1oHk8IiBplELGKd,anonymous,EN,"I consent, begin the study",A2XPDRWL1KCWDM,,,,,,,1,9,7.2,,,,,GA,Male,,Some college but no degree,Black or African-American,,City or urban community,,21,Democratic party,,343528
4/19/18 17:03,4/19/18 17:05,IP Address,100,119,TRUE,4/19/18 17:05,R_bw4kub4gz53HtRv,anonymous,EN,"I consent, begin the study",A2KOIFCD3H52EF,,,,,,,,,,1,9,1,No,California,Male,,Some college but no degree,Asian,,Suburban community,,23,Libertarian Party,,6489114
4/19/18 16:54,4/19/18 17:05,IP Address,100,673,TRUE,4/19/18 17:05,R_1KwrtOsTmQ1X9gs,anonymous,EN,"I consent, begin the study",A3IB7YJHP04OHI,,,,,,,1,9,5.9,,,,no feedback,Ohio,Female,,Less than high school degree,White,,City or urban community,,66,Democratic party,,1664519
4/19/18 17:03,4/19/18 17:06,IP Address,100,181,TRUE,4/19/18 17:06,R_3KI3klG31bxiiX3,anonymous,EN,"I consent, begin the study",A3L8LSM7V7KX3T,,,,1,4,9,,,,,,,,florida,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,37,Democratic party,,4233996
4/19/18 17:04,4/19/18 17:06,IP Address,100,156,TRUE,4/19/18 17:06,R_268VFJbHc3OUVp3,anonymous,EN,"I consent, begin the study",A1IW8P2O4CK670,1,1,1,,,,,,,,,,,North Carolina,Male,,Some college but no degree,Black or African-American,,City or urban community,,37,Democratic party,,1918191
4/19/18 17:04,4/19/18 17:07,IP Address,100,165,TRUE,4/19/18 17:07,R_3TQLr2hGC6XgKvT,anonymous,EN,"I consent, begin the study",A32BQZSU4K9AVL,,,,,,,,,,9,4.6,9,,Ohio,Male,,Some college but no degree,White,,Suburban community,,61,Republican Party,,4613980
4/19/18 17:05,4/19/18 17:07,IP Address,100,139,TRUE,4/19/18 17:07,R_2YQEO4lfpiG4mYO,anonymous,EN,"I consent, begin the study",A1GBJO813LYIIY,,,,8.2,3.8,9,,,,,,,No,Indiana,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,30,Independent,,1602108
4/19/18 17:07,4/19/18 17:07,IP Address,100,46,TRUE,4/19/18 17:07,R_WCBonhBo2a3vOlb,anonymous,EN,"I consent, begin the study",A2GIYD0TEI3V62,6,6.2,3.8,,,,,,,,,,,texas,Female,,Some college but no degree,White,,Suburban community,,23,Independent,,2344621
4/19/18 17:07,4/19/18 17:09,IP Address,100,117,TRUE,4/19/18 17:09,R_2qDUoplVNvqRkJ4,anonymous,EN,"I consent, begin the study",A3W0UUOLM4GSCB,,,,,,,9,3.2,9,,,,,New Jersey,Female,,"High school degree or equivalent (e.g., GED)",White,,"City or urban community,Suburban community",,34,Republican Party,,8900123
4/19/18 17:08,4/19/18 17:09,IP Address,100,72,TRUE,4/19/18 17:09,R_27xNVjKGpxbsTaZ,anonymous,EN,"I consent, begin the study",A36TPMXQAZEVN2,,,,,,,,,,6,4.1,7.1,No,Califonia,Male,,Some college but no degree,White,,City or urban community,,20,Democratic party,,9744394
4/19/18 17:07,4/19/18 17:10,IP Address,100,176,TRUE,4/19/18 17:10,R_z9kyISG556UgxMZ,anonymous,EN,"I consent, begin the study",A2S26LI6DIGAFJ,,,,9,1.9,9,,,,,,,Everything was great!,Massachusetts ,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,45,Independent,,4947166
4/19/18 17:08,4/19/18 17:10,IP Address,100,120,TRUE,4/19/18 17:10,R_RJQksHzaHrqasdr,anonymous,EN,"I consent, begin the study",ATBVNAD55XCCO,1,9,9,,,,,,,,,,No,GA,Female,,Graduate degree,Other (please specify):,Biracial ,Suburban community,,26,Republican Party,,4971140
4/19/18 17:09,4/19/18 17:10,IP Address,100,113,TRUE,4/19/18 17:10,R_2VxqWiRE8qnd7bV,anonymous,EN,"I consent, begin the study",A2G0GS8LJN1YMY,,,,9,2,1,,,,,,,,florida,Male,,Graduate degree,White,,Rural community,,61,Republican Party,,1237069
4/19/18 17:09,4/19/18 17:11,IP Address,100,131,TRUE,4/19/18 17:11,R_1LThWjtXILmmYzC,anonymous,EN,"I consent, begin the study",ATGD9YT82E25,,,,,,,,,,6.1,4.6,9,,Minnesota,Male,,Bachelor degree,White,,Suburban community,,26,Democratic party,,9752069
4/19/18 17:09,4/19/18 17:11,IP Address,100,116,TRUE,4/19/18 17:11,R_cFObFdANfsTNZfz,anonymous,EN,"I consent, begin the study",AD7A7J28H5JDT,6.7,7.1,8.2,,,,,,,,,,,California,Male,,Bachelor degree,"Spanish, Hispanic, or Latino,White",,Suburban community,,28,Independent,,9082422
4/19/18 17:10,4/19/18 17:11,IP Address,100,67,TRUE,4/19/18 17:12,R_3ktXkcgCDxujwU9,anonymous,EN,"I consent, begin the study",A2GPDHSRS4JLFL,,,,,,,8.1,2,8,,,,,PA,Male,,Bachelor degree,White,,Suburban community,,28,Independent,,2085064
4/19/18 17:08,4/19/18 17:12,IP Address,100,245,TRUE,4/19/18 17:12,R_sO9GZbbU4iTbnBT,anonymous,EN,"I consent, begin the study",A1U4W67HW5V0FO,,,,,,,5,9,7,,,,nothing was unclear or confusing,NE,Male,,Bachelor degree,White,,City or urban community,,48,Democratic party,,8109296
4/19/18 17:10,4/19/18 17:13,IP Address,100,179,TRUE,4/19/18 17:13,R_3Hn6oEVGcuEuffW,anonymous,EN,"I consent, begin the study",A3688UOUPVDE4X,,,,,,,,,,1.6,7.7,3.1,,oklahoma,Male,,Bachelor degree,White,,Suburban community,,32,Democratic party,,7714681
4/19/18 17:11,4/19/18 17:13,IP Address,100,96,TRUE,4/19/18 17:13,R_2uD6fEmPICQ6qtm,anonymous,EN,"I consent, begin the study",A1VTSM9X8C3X34,,,,,,,,,,7,3,9,,Texas,Female,,Bachelor degree,White,,Rural community,,47,Republican Party,,476260
4/19/18 17:13,4/19/18 17:15,IP Address,100,146,TRUE,4/19/18 17:15,R_yEm43v6H05l5F2V,anonymous,EN,"I consent, begin the study",A1SEISVORP3ILQ,,,,,,,1,8,5.9,,,,no,NC,Female,,Some college but no degree,White,,Suburban community,,48,Democratic party,,9900600
4/19/18 17:13,4/19/18 17:15,IP Address,100,116,TRUE,4/19/18 17:15,R_3sidrJqcs6OLPjD,anonymous,EN,"I consent, begin the study",AL3SQE8F101V1,,,,1,6.3,4.1,,,,,,,no,florida,Male,,Associate degree,Asian,,Suburban community,,22,Democratic party,,1311415
4/19/18 17:13,4/19/18 17:15,IP Address,100,144,TRUE,4/19/18 17:15,R_2ypvHantxv8UBhP,anonymous,EN,"I consent, begin the study",AMNFCZY7X063T,1.7,4.1,9,,,,,,,,,,,NC,Female,,Bachelor degree,White,,Suburban community,,31,Republican Party,,6498707
4/19/18 17:15,4/19/18 17:16,IP Address,100,95,TRUE,4/19/18 17:16,R_2AHfwSXSGS73Tdx,anonymous,EN,"I consent, begin the study",A10M4SVDCER758,,,,,,,1,9,5,,,,,california,Male,,Some college but no degree,"Spanish, Hispanic, or Latino",,City or urban community,,26,Independent,,5973144
4/19/18 17:14,4/19/18 17:17,IP Address,100,175,TRUE,4/19/18 17:17,R_1d5LD17t0k43u2e,anonymous,EN,"I consent, begin the study",A264NZ473RW707,2.4,3.9,7.7,,,,,,,,,,,Washington,Male,,Bachelor degree,White,,Suburban community,,28,Democratic party,,4122372
4/19/18 17:14,4/19/18 17:17,IP Address,100,145,TRUE,4/19/18 17:17,R_1MQj9Bv74TsB5Jy,anonymous,EN,"I consent, begin the study",A3F79JQWFB73SU,,,,2.1,9,2.6,,,,,,,No,Ohio,Female,,Some college but no degree,White,,Rural community,,26,Republican Party,,4650742
4/19/18 17:17,4/19/18 17:19,IP Address,100,104,TRUE,4/19/18 17:19,R_2CUijpYA6TFvhfc,anonymous,EN,"I consent, begin the study",A144OU0O00QYEZ,,,,,,,,,,1,9,5.1,,Texas,Female,,Bachelor degree,White,,Suburban community,,34,Independent,,5119336
4/19/18 17:17,4/19/18 17:19,IP Address,100,130,TRUE,4/19/18 17:19,R_2b2Hch8EMJ9T8Iy,anonymous,EN,"I consent, begin the study",A3BOW7P5XM03DC,,,,,,,,,,9,1,1,No,Louisiana,Female,,Bachelor degree,White,,City or urban community,,42,Democratic party,,2675756
4/19/18 17:19,4/19/18 17:20,IP Address,100,54,TRUE,4/19/18 17:20,R_31bWEKxmGbSaT3q,anonymous,EN,"I consent, begin the study",A1PD0NGV29HX0W,,,,,,,8,7.7,2.3,,,,,Ca,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,34,Republican Party,,8226819
4/19/18 17:10,4/19/18 17:20,IP Address,100,593,TRUE,4/19/18 17:20,R_1g5hth79nHqjWhb,anonymous,EN,"I consent, begin the study",A3CWEN6Y21V7TL,,,,3,7,3,,,,,,,"It wasn't clear to me at all what ""loan repayment rate"" was intended to mean. If it means A was obligated to repay ALL of the funds lent to him (and B was obligated to only pay 20% of the total lent to him), the numbers in the slider questions don't make any sense mathematically.",PA,Female,,Some college but no degree,White,,Suburban community,,69,Independent,,9130089
4/19/18 17:18,4/19/18 17:20,IP Address,100,130,TRUE,4/19/18 17:20,R_6maFfiA3O7yaBR7,anonymous,EN,"I consent, begin the study",AEJKD2E3MQKW5,,,,7.2,1.4,9,,,,,,,,Pennsylvania,Female,,Bachelor degree,White,,Rural community,,26,Democratic party,,7621361
4/19/18 17:19,4/19/18 17:21,IP Address,100,98,TRUE,4/19/18 17:21,R_8Cb6HDvS6qJ2iJP,anonymous,EN,"I consent, begin the study",ACLR7RC5U4N8N,,,,,,,1.1,8.2,8.1,,,,,Louisiana,Female,,Some college but no degree,White,,City or urban community,,29,Independent,,6352447
4/19/18 17:18,4/19/18 17:22,IP Address,100,229,TRUE,4/19/18 17:22,R_2rN5wFWpVKZsrvH,anonymous,EN,"I consent, begin the study",ABF722ZCM607V,4,4.8,9,,,,,,,,,,good luck with your research  :),CO,Female,,Bachelor degree,White,,Suburban community,,51,Independent,,2266226
4/19/18 17:20,4/19/18 17:22,IP Address,100,110,TRUE,4/19/18 17:22,R_2c0YJ2WyVWyzR8Z,anonymous,EN,"I consent, begin the study",AFMF0LEX2W1FV,,,,,,,,,,1,9,7.3,,VT,Female,,Associate degree,White,,Suburban community,,20,Republican Party,,6344311
4/19/18 17:20,4/19/18 17:23,IP Address,100,149,TRUE,4/19/18 17:23,R_74zELAGmyjXWd8Z,anonymous,EN,"I consent, begin the study",AUT1MH3OQ6T1,1,1,1,,,,,,,,,,The survey was clear and concise.,California,Male,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino",,Suburban community,,25,Independent,,6194828
4/19/18 17:21,4/19/18 17:23,IP Address,100,177,TRUE,4/19/18 17:23,R_2zhVcZTIQzE455P,anonymous,EN,"I consent, begin the study",AMJR9KZPU2B85,,,,1.6,5.1,6.1,,,,,,,no,Michigan,Male,,Some college but no degree,White,,Suburban community,,34,Democratic party,,692369
4/19/18 17:21,4/19/18 17:24,IP Address,100,202,TRUE,4/19/18 17:24,R_R5dLYYXTdIR38Ah,anonymous,EN,"I consent, begin the study",A2VPEDH7IBDG49,1,9,5,,,,,,,,,,,CA,Male,,Bachelor degree,Asian-American,,Suburban community,,53,Democratic party,,322637
4/19/18 17:24,4/19/18 17:26,IP Address,100,116,TRUE,4/19/18 17:26,R_1I6qxlFUj3rj2Qi,anonymous,EN,"I consent, begin the study",A231NY4QEQ58PJ,,,,7,3,9,,,,,,,What exactly is a loan repayment rate?  ,KY,Female,,Graduate degree,White,,Suburban community,,43,Republican Party,,950997
4/19/18 17:22,4/19/18 17:27,IP Address,100,262,TRUE,4/19/18 17:27,R_3QYPUXwL1NvEtbn,anonymous,EN,"I consent, begin the study",ASLKHHZV4UJ2P,,,,,,,,,,2,4,4,"No, everything was clear, just not enough options. I would have split the money differently than the options offered. ",PA,Female,,Bachelor degree,White,,Suburban community,,60,Other (please specify):,no party affilation,6057848
4/19/18 17:21,4/19/18 17:27,IP Address,100,345,TRUE,4/19/18 17:27,R_3EHfMw9SlYVEKye,anonymous,EN,"I consent, begin the study",A2P24BA3I1CFLE,,,,,,,4,1,1,,,,"It is unfortunate, but the black candidate is among a group with a lower repayment rate, however a more prudent method of deciding would be looking at each individual's ability to repay and their business model, those choices were not available.",Florida,Male,,Bachelor degree,White,,Suburban community,,58,Republican Party,,651074
4/19/18 17:24,4/19/18 17:28,IP Address,100,240,TRUE,4/19/18 17:28,R_3Du7rdCt47TDDFH,anonymous,EN,"I consent, begin the study",A2XPZNVL5D803,,,,1,2.3,8.2,,,,,,,,California,Female,,Graduate degree,White,,Suburban community,,44,Independent,,2007023
4/19/18 17:27,4/19/18 17:29,IP Address,100,81,TRUE,4/19/18 17:29,R_Zzd8jOnc9wcXtw5,anonymous,EN,"I consent, begin the study",A37AWU2VH1ZIXX,,,,,,,3.3,6.9,3.7,,,,,michigan,Female,,Some college but no degree,White,,Rural community,,44,Republican Party,,8142959
4/19/18 17:27,4/19/18 17:29,IP Address,100,88,TRUE,4/19/18 17:29,R_BrXLtevuGkSvOOl,anonymous,EN,"I consent, begin the study",A30MTVHNNST3F,,,,,,,1.2,9,9,,,,,PA,Female,,Some college but no degree,Asian,,Suburban community,,34,Republican Party,,1431610
4/19/18 17:27,4/19/18 17:30,IP Address,100,167,TRUE,4/19/18 17:30,R_3MLHJ3DB4Kxi2wq,anonymous,EN,"I consent, begin the study",A2T1H9RJN4P8AF,3.6,4.1,8.1,,,,,,,,,,,californina,Female,,Bachelor degree,White,,Suburban community,,36,Independent,,8513629
4/19/18 17:27,4/19/18 17:31,IP Address,100,187,TRUE,4/19/18 17:31,R_24H0EeehmS6ZqJZ,anonymous,EN,"I consent, begin the study",A3OZ4WUPUZ12V6,,,,,,,,,,8.2,2.5,8.7,No comments,Florida,Male,,Some college but no degree,White,,Suburban community,,52,Democratic party,,1782131
4/19/18 17:29,4/19/18 17:31,IP Address,100,129,TRUE,4/19/18 17:31,R_12Jtm8wxj35SbOg,anonymous,EN,"I consent, begin the study",A3E2ES5KH0RKBZ,,,,9,3,5.1,,,,,,,,Ohio,Male,,Some college but no degree,White,,Rural community,,47,Libertarian Party,,4402934
4/19/18 17:29,4/19/18 17:31,IP Address,100,109,TRUE,4/19/18 17:31,R_2QzndkbCmiHRJ0C,anonymous,EN,"I consent, begin the study",A34RFWH7U8CJWI,3.8,3.1,3.9,,,,,,,,,,"I enjoyed doing this survey and would do more like it in the future if posted, thank you.",Colorado,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,25,Independent,,924750
4/19/18 17:32,4/19/18 17:33,IP Address,100,57,TRUE,4/19/18 17:33,R_qwtdvaRetpRAoUx,anonymous,EN,"I consent, begin the study",AAU6NFLY2Q4AV,1.9,4.1,5.6,,,,,,,,,,,OR,Female,,Bachelor degree,Black or African-American,,City or urban community,,33,Democratic party,,6136671
4/19/18 17:32,4/19/18 17:34,IP Address,100,118,TRUE,4/19/18 17:34,R_BQvoPaihyRbs8tb,anonymous,EN,"I consent, begin the study",A2RS4Z04O7GX9Y,,,,,,,,,,3.6,8.8,7.4,none,Florida,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,36,Independent,,524057
4/19/18 17:33,4/19/18 17:34,IP Address,100,59,TRUE,4/19/18 17:34,R_d3Snhsh5PIgSCQx,anonymous,EN,"I consent, begin the study",A21LYHAOO5P2CC,,,,,,,3,2.2,6.8,,,,great study,PA,Female,,Bachelor degree,White,,Suburban community,,36,Republican Party,,8667581
4/19/18 17:31,4/19/18 17:34,IP Address,100,212,TRUE,4/19/18 17:34,R_vubAYW6yUzawjZf,anonymous,EN,"I consent, begin the study",A312FQSB426VPI,,,,,,,,,,1.9,4.4,7.7,,OHIO,Female,,Some college but no degree,White,,Suburban community,,54,Democratic party,,6983213
4/19/18 17:33,4/19/18 17:35,IP Address,100,121,TRUE,4/19/18 17:35,R_4V34ysmQVBhE3N7,anonymous,EN,"I consent, begin the study",AX4QV62HBKJ34,,,,,,,,,,4,5,4,,MA,Male,,Graduate degree,White,,City or urban community,,54,Democratic party,,4972672
4/19/18 17:33,4/19/18 17:36,IP Address,100,174,TRUE,4/19/18 17:36,R_1po3Iwt66Rl9tcw,anonymous,EN,"I consent, begin the study",A3DTGOUNCVPLO8,,,,2,3.5,8.2,,,,,,,No. Great survey. ,California ,Male,,Bachelor degree,White,,Suburban community,,31,Independent,,3518837
4/19/18 17:31,4/19/18 17:36,IP Address,100,277,TRUE,4/19/18 17:36,R_1prhMXddkQyiKWN,anonymous,EN,"I consent, begin the study",AS6BWSIIQJDYV,,,,,,,1,5.2,9,,,,No it was clear and I liked know love doing these types of hit.If you do anymore please consider me.Would like to do more hits like this on fairness,NewYork,Male,,Some college but no degree,Other (please specify):,Bi racial mixed race multi ethnic,City or urban community,,47,Other (please specify):,Neutral,4883882
4/19/18 17:31,4/19/18 17:36,IP Address,100,327,TRUE,4/19/18 17:36,R_3feYMGUTgHQO5is,anonymous,EN,"I consent, begin the study",A3JLU861E3NJQY,,,,1,5.3,5.2,,,,,,,I have never heard of a loan repayment rate.,NC,Female,,Bachelor degree,Black or African-American,,Suburban community,,30,Democratic party,,7944409
4/19/18 17:36,4/19/18 17:37,IP Address,100,46,TRUE,4/19/18 17:37,R_31NugILdPa4IjVw,anonymous,EN,"I consent, begin the study",A2DZ90CLYIB2BA,,,,6.5,6.8,6.5,,,,,,,,pa,Female,,Some college but no degree,White,,Suburban community,,21,Republican Party,,1381290
4/19/18 17:34,4/19/18 17:38,IP Address,100,263,TRUE,4/19/18 17:38,R_3IWwmGpoSEyb4iZ,anonymous,EN,"I consent, begin the study",A1E9HQYNFK28H,8.3,1,7.4,,,,,,,,,,,Michigan,Male,,Some college but no degree,White,,Suburban community,,68,Republican Party,,5513497
4/19/18 17:37,4/19/18 17:39,IP Address,100,86,TRUE,4/19/18 17:39,R_290a87lgfgIzIIw,anonymous,EN,"I consent, begin the study",AFT9SQXP3W6OG,,,,,,,1,4.3,6.4,,,,,Nebraska,Female,,Some college but no degree,White,,Suburban community,,20,Democratic party,,9170160
4/19/18 17:34,4/19/18 17:40,IP Address,100,317,TRUE,4/19/18 17:40,R_3JEkzZysWHyyUBA,anonymous,EN,"I consent, begin the study",A10RTXSA8JXK9T,7,3,9,,,,,,,,,,,Utah,Male,,Some college but no degree,White,,City or urban community,,47,Democratic party,,3519481
4/19/18 17:38,4/19/18 17:40,IP Address,100,101,TRUE,4/19/18 17:40,R_2rX0rdUsbMj6bD3,anonymous,EN,"I consent, begin the study",A1T9KDKDFO114S,,,,,,,,,,8.2,2.2,8.1,,CA,Female,,Some college but no degree,White,,Suburban community,,65,Independent,,3030963
4/19/18 17:41,4/19/18 17:42,IP Address,100,89,TRUE,4/19/18 17:42,R_CmltkVWo27an7jz,anonymous,EN,"I consent, begin the study",A2K4PUNDE3OHN,,,,,,,1,9,9,,,,,Georgia,Male,,Associate degree,"White,Black or African-American",,Suburban community,,28,Independent,,3455809
4/19/18 17:37,4/19/18 17:42,IP Address,100,285,TRUE,4/19/18 17:42,R_10r58tspyU8kezB,anonymous,EN,"I consent, begin the study",A2HCBDGPN6M4V5,9,1,8.4,,,,,,,,,,"Just based on repayment rate, one should have preference over the other no mater race, or any other factor.",WI,Female,,Some college but no degree,White,,Suburban community,,47,Independent,,4783707
4/19/18 17:42,4/19/18 17:44,IP Address,100,78,TRUE,4/19/18 17:44,R_3E9DOO1C1qzbXoz,anonymous,EN,"I consent, begin the study",A384FUI8JZVGZM,,,,9,3.1,8.2,,,,,,,,New York,Male,,Graduate degree,White,,Suburban community,,32,Libertarian Party,,692733
4/19/18 17:41,4/19/18 17:44,IP Address,100,178,TRUE,4/19/18 17:44,R_3soah9Bs3UfpUsD,anonymous,EN,"I consent, begin the study",A2VEXH2HN7SCWC,2.8,7.5,6,,,,,,,,,,,Texas,Female,,Bachelor degree,White,,Suburban community,,41,Republican Party,,6645387
4/19/18 17:39,4/19/18 17:44,IP Address,100,351,TRUE,4/19/18 17:44,R_2RWJvEJ5NzhYavG,anonymous,EN,"I consent, begin the study",A38IMEE7RZWJA7,,,,9,5,9,,,,,,,,Ohio,Male,,Bachelor degree,White,,Rural community,,56,Independent,,318776
4/19/18 17:43,4/19/18 17:45,IP Address,100,109,TRUE,4/19/18 17:45,R_cTsSMT6xB37H47D,anonymous,EN,"I consent, begin the study",A3R7KNZOAF8BNQ,,,,,,,,,,2,5.1,3.1,,California,Female,,Graduate degree,White,,City or urban community,,31,Democratic party,,2086366
4/19/18 17:44,4/19/18 17:46,IP Address,100,121,TRUE,4/19/18 17:46,R_3EKyVSsVCEkqhTZ,anonymous,EN,"I consent, begin the study",A306D1M7TVAX3B,,,,,,,5.4,6.4,4,,,,,Pennsylvania,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,19,Independent,,3840838
4/19/18 17:44,4/19/18 17:46,IP Address,100,133,TRUE,4/19/18 17:46,R_2XbLf9TCyYJ64Os,anonymous,EN,"I consent, begin the study",AMDX0UNZS4A1G,,,,,,,1,7.5,9,,,,Survey went smoothly.,California,Male,,Bachelor degree,Asian,,Suburban community,,26,Democratic party,,5941404
4/19/18 17:45,4/19/18 17:47,IP Address,100,124,TRUE,4/19/18 17:47,R_22qQfIsUR0l1KK0,anonymous,EN,"I consent, begin the study",A3JY3Y5GWS3SYS,,,,5.6,4.2,6.9,,,,,,,,Missouri,Female,,Some college but no degree,White,,Suburban community,,46,Republican Party,,1138941
4/19/18 17:45,4/19/18 17:47,IP Address,100,118,TRUE,4/19/18 17:47,R_3HOHLnZUOJ1Zx41,anonymous,EN,"I consent, begin the study",A2H7ZTQYIO6GE8,2.9,9,7.6,,,,,,,,,,,New York,Female,,Some college but no degree,White,,Suburban community,,20,Democratic party,,2097584
4/19/18 17:44,4/19/18 17:47,IP Address,100,201,TRUE,4/19/18 17:47,R_3MfBOT4yY449dE8,anonymous,EN,"I consent, begin the study",AW07MLBP9E2JX,,,,,,,,,,3.6,6.9,8.3,More like this please,Oklahoma ,Male,,"High school degree or equivalent (e.g., GED)","White,Black or African-American",,"City or urban community,Suburban community",,30,Independent,,9611584
4/19/18 17:46,4/19/18 17:49,IP Address,100,147,TRUE,4/19/18 17:49,R_2TOhrWPsJtNRHYV,anonymous,EN,"I consent, begin the study",A20SXG1DHDIDI7,9,1,9,,,,,,,,,,no,Delaware,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,45,Independent,,9166742
4/19/18 17:48,4/19/18 17:50,IP Address,100,84,TRUE,4/19/18 17:50,R_3MFhNAw9AREBMe0,anonymous,EN,"I consent, begin the study",A3169N2SCN3ENK,,,,,,,,,,8.7,3.2,8.5,"no issues, thank you",Wisconsin,Male,,Graduate degree,White,,City or urban community,,36,Republican Party,,8125258
4/19/18 17:48,4/19/18 17:50,IP Address,100,106,TRUE,4/19/18 17:50,R_1KiNKt8ls33wUXQ,anonymous,EN,"I consent, begin the study",A20NDRGSZZRQF,,,,,,,9,9,9,,,,thanks it all helps,Michigan,Female,,Less than high school degree,White,,City or urban community,,44,Democratic party,,1409945
4/19/18 17:48,4/19/18 17:51,IP Address,100,162,TRUE,4/19/18 17:51,R_UzOZNuKhRcq03a9,anonymous,EN,"I consent, begin the study",A2BC1G5QCXVA2F,,,,9,1,4.5,,,,,,,No.,KY,Female,,Bachelor degree,White,,Rural community,,38,Republican Party,,7100337
4/19/18 17:49,4/19/18 17:53,IP Address,100,210,TRUE,4/19/18 17:53,R_2ZQWz5fCDURPelq,anonymous,EN,"I consent, begin the study",AK8UFPN8QOSK5,1,4,9,,,,,,,,,,nothing was confusing,California,Male,,Some college but no degree,Asian,,Suburban community,,23,Democratic party,,6921797
4/19/18 17:50,4/19/18 17:53,IP Address,100,153,TRUE,4/19/18 17:53,R_tSfWyMffVK7L6hP,anonymous,EN,"I consent, begin the study",A1HLG5NN2I16GN,,,,,,,7,4.6,7,,,,,Utah,Male,,Bachelor degree,White,,Suburban community,,67,Republican Party,,5068750
4/19/18 17:51,4/19/18 17:53,IP Address,100,137,TRUE,4/19/18 17:53,R_2t5wWqFz6LrbBg5,anonymous,EN,"I consent, begin the study",A2VFEDAK5C1E1O,,,,,,,,,,9,1.9,1,,MI,Male,,Some college but no degree,White,,City or urban community,,37,Democratic party,,2411940
4/19/18 17:53,4/19/18 17:54,IP Address,100,72,TRUE,4/19/18 17:54,R_1poFgxOm0uR1wh4,anonymous,EN,"I consent, begin the study",A32JNOSQH86VNS,,,,1,9,1,,,,,,,,FL,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,19,Democratic party,,8258329
4/19/18 17:56,4/19/18 17:57,IP Address,100,91,TRUE,4/19/18 17:57,R_2dYAjVmH2iBhhfv,anonymous,EN,"I consent, begin the study",A31VW44MXV7PP5,,,,,,,,,,5,3,9,,Colorado,Male,,Bachelor degree,Asian,,Suburban community,,31,Independent,,2711192
4/19/18 17:36,4/19/18 17:58,IP Address,100,1293,TRUE,4/19/18 17:58,R_1Dpr8Jwwy4UuDou,anonymous,EN,"I consent, begin the study",A1KA64FR47O9FS,,,,,,,,,,4.5,2.5,9,Nothing,Michigan,Male,,Some college but no degree,White,,Suburban community,,31,Independent,,8230768
4/19/18 17:56,4/19/18 17:59,IP Address,100,165,TRUE,4/19/18 17:59,R_1dAAMJCSZ3MEDoD,anonymous,EN,"I consent, begin the study",A2H2NYSFUUNAUB,,,,6.8,1.8,8.7,,,,,,,,MN,Female,,Graduate degree,White,,Suburban community,,27,Republican Party,,8934802
4/19/18 17:57,4/19/18 18:01,IP Address,100,199,TRUE,4/19/18 18:01,R_3GBYTqjJpLmGEmd,anonymous,EN,"I consent, begin the study",A17CPR3JW1MA2O,,,,,,,1.5,2.5,3.8,,,,,Nevada,Male,,Bachelor degree,White,,City or urban community,,,Democratic party,,6881415
